GEO_ID,NAME,S1701_C03_009E,S1701_C03_010E,S1701_C03_016E,S1701_C03_017E
0500000US19093,"Ida County, Iowa",13.6,100,44.8,13.1
0500000US19095,"Iowa County, Iowa",9.4,1.2,0.6,9.6
0500000US19097,"Jackson County, Iowa",10.4,38.5,13.9,10.3
0500000US19099,"Jasper County, Iowa",11.1,27.3,42.7,10.8
0500000US19101,"Jefferson County, Iowa",12.3,52.8,37.9,11.6
0500000US19103,"Johnson County, Iowa",15.7,36.9,21.1,15.6
0500000US19105,"Jones County, Iowa",9.8,58.1,10.2,9.8
0500000US19107,"Keokuk County, Iowa",12.9,0,12.7,13
0500000US19109,"Kossuth County, Iowa",8.5,20,43.7,7.8
0500000US19111,"Lee County, Iowa",15.5,24.7,12.7,15.7
0500000US19113,"Linn County, Iowa",8,37.3,22,7.7
0500000US19115,"Louisa County, Iowa",10.3,38.8,26.8,7.9
0500000US19117,"Lucas County, Iowa",15.4,75,54.4,15.1
0500000US19119,"Lyon County, Iowa",7.6,0,12.3,7.5
0500000US19121,"Madison County, Iowa",8.4,45.5,9.2,8.5
0500000US19123,"Mahaska County, Iowa",13.8,29.8,37.9,13.3
0500000US19125,"Marion County, Iowa",9.1,17.3,26.9,9
0500000US19127,"Marshall County, Iowa",9.6,30.9,21.7,8.2
0500000US19129,"Mills County, Iowa",6.8,28.4,1.6,7
0500000US19131,"Mitchell County, Iowa",10.8,93.1,23.7,10.7
0500000US19133,"Monona County, Iowa",11.5,0,13.8,11.4
0500000US19135,"Monroe County, Iowa",11,0,0,11
0500000US19137,"Montgomery County, Iowa",15.9,-,37.9,15.6
0500000US19139,"Muscatine County, Iowa",13.3,43.9,17,12.1
0500000US19141,"O'Brien County, Iowa",9.3,61.5,30.1,9
0500000US19143,"Osceola County, Iowa",8.2,16.7,22.1,7
0500000US19145,"Page County, Iowa",13,14.7,42.5,12.1
0500000US19147,"Palo Alto County, Iowa",9.8,0,53.8,9.2
0500000US19149,"Plymouth County, Iowa",7,0,29.6,6.3
0500000US19151,"Pocahontas County, Iowa",14.2,20.9,51.2,13.6
0500000US19153,"Polk County, Iowa",9.8,36,25.5,8.9
0500000US19155,"Pottawattamie County, Iowa",12.3,37.6,19,11.7
0500000US19157,"Poweshiek County, Iowa",10.9,57.3,47.2,10.4
0500000US19159,"Ringgold County, Iowa",16.8,10,13.6,16.9
0500000US19161,"Sac County, Iowa",7.6,28.2,12.3,7.4
0500000US19163,"Scott County, Iowa",10.1,34.9,20.8,9.5
0500000US19165,"Shelby County, Iowa",11.7,11.1,22.6,11.6
0500000US19167,"Sioux County, Iowa",7.1,6.7,36.9,5.4
0500000US19169,"Story County, Iowa",19.8,34.1,31.3,19.7
0500000US19171,"Tama County, Iowa",11.5,7.7,41.7,8.8
0500000US19173,"Taylor County, Iowa",12.4,21.4,44.1,11.1
0500000US19175,"Union County, Iowa",12.7,58.4,6.7,12.8
0500000US19177,"Van Buren County, Iowa",14.4,80,15.4,14.5
0500000US19179,"Wapello County, Iowa",18.6,36.1,30.5,17.3
0500000US19181,"Warren County, Iowa",5.7,69,16.6,5.5
0500000US19183,"Washington County, Iowa",8.1,35.8,18.3,7.6
0500000US19185,"Wayne County, Iowa",12.5,57.1,0,12.6
0500000US19187,"Webster County, Iowa",13.9,61,48.4,13.1
0500000US19189,"Winnebago County, Iowa",10,18.3,35,9.4
0500000US19191,"Winneshiek County, Iowa",7.9,0,9.8,7.8
0500000US19193,"Woodbury County, Iowa",12.5,26.9,30.8,11.6
0500000US19195,"Worth County, Iowa",12.6,100,25.3,12.3
0500000US19197,"Wright County, Iowa",10.5,13.2,37.6,8.3
0500000US20001,"Allen County, Kansas",17,39.5,20.4,17.1
0500000US20003,"Anderson County, Kansas",14.1,50,10.9,14.1
0500000US20005,"Atchison County, Kansas",17.9,16.1,25.4,17.7
0500000US20007,"Barber County, Kansas",11.3,27.3,48.6,10.3
0500000US20009,"Barton County, Kansas",14.2,45.3,41.9,11.5
0500000US20011,"Bourbon County, Kansas",16.1,39.5,46,15.5
0500000US20013,"Brown County, Kansas",18.5,8.8,38.2,17.7
0500000US20015,"Butler County, Kansas",8.9,20.7,15.3,8.7
0500000US20017,"Chase County, Kansas",11.5,0,2.4,11.8
0500000US20019,"Chautauqua County, Kansas",15.1,27.3,49,15.2
0500000US20021,"Cherokee County, Kansas",16.6,31.1,14.3,16.7
0500000US20023,"Cheyenne County, Kansas",8.5,-,0,9.1
0500000US20025,"Clark County, Kansas",10.2,23.1,22.8,10.2
0500000US20027,"Clay County, Kansas",11.4,0,6.8,11.5
0500000US20029,"Cloud County, Kansas",16.1,91.7,57.2,14.7
0500000US20031,"Coffey County, Kansas",8,39.1,11,8
0500000US20033,"Comanche County, Kansas",5,-,0,5.2
0500000US20035,"Cowley County, Kansas",16.3,35.5,36.4,15.5
0500000US20037,"Crawford County, Kansas",20.3,31.6,23.5,20.4
0500000US20039,"Decatur County, Kansas",15.2,0,17.9,15
0500000US20041,"Dickinson County, Kansas",10.8,2,14.1,10.5
0500000US20043,"Doniphan County, Kansas",11,58.4,33.5,10.8
0500000US20045,"Douglas County, Kansas",17.8,20,25.4,17.3
0500000US20047,"Edwards County, Kansas",11.7,50,23.7,9.4
0500000US20049,"Elk County, Kansas",15.5,0,44,14.5
0500000US20051,"Ellis County, Kansas",15,6.6,52.3,13.9
0500000US20053,"Ellsworth County, Kansas",8.3,10,7.3,8.3
0500000US20055,"Finney County, Kansas",16,33.1,22.3,11.5
0500000US20057,"Ford County, Kansas",16.5,64.8,22.5,11.4
0500000US20059,"Franklin County, Kansas",12.5,56.8,31.4,12.5
0500000US20061,"Geary County, Kansas",12.4,12.1,17.7,11.9
0500000US20063,"Gove County, Kansas",7.2,3.7,16.7,7.1
0500000US20065,"Graham County, Kansas",9.6,66.9,22.9,9.1
0500000US20067,"Grant County, Kansas",10.5,-,21.1,8
0500000US20069,"Gray County, Kansas",9.4,-,25.8,6.7
0500000US20071,"Greeley County, Kansas",5.1,44.4,42.7,5.8
0500000US20073,"Greenwood County, Kansas",14.4,-,35.2,14
0500000US20075,"Hamilton County, Kansas",15.9,-,28.6,9.7
0500000US20077,"Harper County, Kansas",15.5,100,39.5,13.7
0500000US20079,"Harvey County, Kansas",12.9,15.7,21.8,11.9
0500000US20081,"Haskell County, Kansas",9.4,-,26.1,5.7
0500000US20083,"Hodgeman County, Kansas",5.5,-,0,6.1
0500000US20085,"Jackson County, Kansas",7.7,0,21.8,7.6
0500000US20087,"Jefferson County, Kansas",7.8,5.7,8.9,7.8
0500000US20089,"Jewell County, Kansas",12.6,40,50.7,12.1
0500000US20091,"Johnson County, Kansas",5.8,14.3,18.9,4.8
0500000US20093,"Kearny County, Kansas",7,0,15.6,4.8
0500000US20095,"Kingman County, Kansas",12.8,18.2,8.4,12.9
0500000US20097,"Kiowa County, Kansas",15.6,-,29.5,14.8
0500000US20099,"Labette County, Kansas",14.8,30.3,52.7,13.1
0500000US20101,"Lane County, Kansas",10.5,0,1.6,10.8
0500000US20103,"Leavenworth County, Kansas",9.2,19,14,9.1
0500000US20105,"Lincoln County, Kansas",12.3,26.3,49.3,11.5
0500000US20107,"Linn County, Kansas",14.7,7.7,7.9,14.7
0500000US20109,"Logan County, Kansas",9.2,-,3.6,9.4
0500000US20111,"Lyon County, Kansas",20.9,25.4,28.5,18.6
0500000US20113,"McPherson County, Kansas",8.1,16.4,10.4,8
0500000US20115,"Marion County, Kansas",11.5,39.8,31.5,10.8
0500000US20117,"Marshall County, Kansas",12.2,21.7,6,12.2
0500000US20119,"Meade County, Kansas",11.7,0,21.8,10
0500000US20121,"Miami County, Kansas",8.9,14.8,6.8,9
0500000US20123,"Mitchell County, Kansas",9.8,100,70.5,8.9
0500000US20125,"Montgomery County, Kansas",16.8,32.7,31.5,15.9
0500000US20127,"Morris County, Kansas",8.4,-,7.8,8.3
0500000US20129,"Morton County, Kansas",11.3,0,5.8,11.9
0500000US20131,"Nemaha County, Kansas",11.2,36.8,20.5,11.1
0500000US20133,"Neosho County, Kansas",16,34.2,35.4,15.1
0500000US20135,"Ness County, Kansas",10.5,80,33.6,7.9
0500000US20137,"Norton County, Kansas",9,30,1.5,9.1
0500000US20139,"Osage County, Kansas",11.9,75,20.5,11.9
0500000US20141,"Osborne County, Kansas",17.2,0,27.5,17.1
0500000US20143,"Ottawa County, Kansas",8.4,0,0,8.6
0500000US20145,"Pawnee County, Kansas",7.1,17.7,4.4,7.3
0500000US20147,"Phillips County, Kansas",8.8,0,24.3,8.9
0500000US20149,"Pottawatomie County, Kansas",9.5,7.6,19.3,9
0500000US20151,"Pratt County, Kansas",10.1,3.6,18.8,9.4
0500000US20153,"Rawlins County, Kansas",11.5,41.7,53.9,9.9
0500000US20155,"Reno County, Kansas",11.3,38.8,18.7,10.9
0500000US20157,"Republic County, Kansas",13.1,-,56.7,13
0500000US20159,"Rice County, Kansas",15.1,4.3,30.2,13.8
0500000US20161,"Riley County, Kansas",21.6,19.2,22.3,21.5
0500000US20163,"Rooks County, Kansas",15.9,-,25.6,16
0500000US20165,"Rush County, Kansas",9.3,100,35.5,9.1
0500000US20167,"Russell County, Kansas",14.1,54,21.7,14.2
0500000US20169,"Saline County, Kansas",15.3,25.2,40.3,13.5
0500000US20171,"Scott County, Kansas",6.2,-,7.3,5.9
0500000US20173,"Sedgwick County, Kansas",12.5,29.1,27.7,10.3
0500000US20175,"Seward County, Kansas",17.1,5.9,26,7.7
0500000US20177,"Shawnee County, Kansas",13.7,28.2,30.1,12.2
0500000US20179,"Sheridan County, Kansas",8.8,0,31.5,7.9
0500000US20181,"Sherman County, Kansas",19.7,0,23.2,18.5
0500000US20183,"Smith County, Kansas",16.9,85,64.7,16.5
0500000US20185,"Stafford County, Kansas",15.4,0,33.9,12.2
0500000US20187,"Stanton County, Kansas",6.1,0,14.8,2.7
0500000US20189,"Stevens County, Kansas",5.4,0,24.9,5.8
0500000US20191,"Sumner County, Kansas",12.1,44.4,27.6,11.3
0500000US20193,"Thomas County, Kansas",8.6,1,8.1,8.5
0500000US20195,"Trego County, Kansas",6.4,50,14.6,6.4
0500000US20197,"Wabaunsee County, Kansas",6.3,0,16.2,6
0500000US20199,"Wallace County, Kansas",9.2,0,12.7,9.5
0500000US20201,"Washington County, Kansas",10.8,4.2,43.2,9.9
0500000US20203,"Wichita County, Kansas",10.6,-,16.2,8.3
0500000US20205,"Wilson County, Kansas",18.6,0,17.2,18.6
0500000US20207,"Woodson County, Kansas",17.6,100,69.6,17.6
0500000US20209,"Wyandotte County, Kansas",20,32.5,32.8,13.7
0500000US21001,"Adair County, Kentucky",19.1,11,30.5,19.1
0500000US21003,"Allen County, Kentucky",19.4,32.2,21.8,19.2
0500000US21005,"Anderson County, Kentucky",11.7,20.2,45.9,11.2
0500000US21007,"Ballard County, Kentucky",15.2,41.2,46.9,14.9
0500000US21009,"Barren County, Kentucky",19.6,25.3,24.4,19.7
0500000US21011,"Bath County, Kentucky",26.6,22.8,18.4,26.7
0500000US21013,"Bell County, Kentucky",32.4,39.5,24.1,32.5
0500000US21015,"Boone County, Kentucky",8.4,19.8,27.6,7.6
0500000US21017,"Bourbon County, Kentucky",15.3,43.7,19.6,15.3
0500000US21019,"Boyd County, Kentucky",19,52.4,7.7,19.1
0500000US21021,"Boyle County, Kentucky",15,24.8,43.7,14.2
0500000US21023,"Bracken County, Kentucky",16.5,-,91.6,16
0500000US21025,"Breathitt County, Kentucky",31.6,100,32.3,31.6
0500000US21027,"Breckinridge County, Kentucky",18.1,16.7,37.4,18.1
0500000US21029,"Bullitt County, Kentucky",10.6,12.4,33.6,10.4
0500000US21031,"Butler County, Kentucky",26.8,36.7,56.7,26
0500000US21033,"Caldwell County, Kentucky",18.2,52.5,28.2,18.1
0500000US21035,"Calloway County, Kentucky",20.1,19.8,42.9,19.5
0500000US21037,"Campbell County, Kentucky",12.3,56.4,30.1,12
0500000US21039,"Carlisle County, Kentucky",18.9,0,22.2,19.1
0500000US21041,"Carroll County, Kentucky",31.1,48.9,71.6,28.1
0500000US21043,"Carter County, Kentucky",18.4,89.3,16.7,18.4
0500000US21045,"Casey County, Kentucky",28.6,48.3,44.1,28.3
0500000US21047,"Christian County, Kentucky",16.4,35.1,34.1,15.1
0500000US21049,"Clark County, Kentucky",14.8,28.3,48.7,13.8
0500000US21051,"Clay County, Kentucky",35.4,24.5,66.7,35.5
0500000US21053,"Clinton County, Kentucky",24.3,23.1,25.6,24.3
0500000US21055,"Crittenden County, Kentucky",21.2,82.1,56.9,21
0500000US21057,"Cumberland County, Kentucky",24.9,39.2,0,25
0500000US21059,"Daviess County, Kentucky",14.6,35.4,38.4,13.9
0500000US21061,"Edmonson County, Kentucky",16,55.4,68.8,15.2
0500000US21063,"Elliott County, Kentucky",29.5,-,0,29.6
0500000US21065,"Estill County, Kentucky",28.7,89.3,0,28.7
0500000US21067,"Fayette County, Kentucky",15.6,32.2,36.1,15
0500000US21069,"Fleming County, Kentucky",19.1,49.6,21.6,19.1
0500000US21071,"Floyd County, Kentucky",29.4,44.1,59,29.2
0500000US21073,"Franklin County, Kentucky",13.1,29.2,16.4,13
0500000US21075,"Fulton County, Kentucky",16.5,48,0,16.7
0500000US21077,"Gallatin County, Kentucky",15.6,30.3,43,15.5
0500000US21079,"Garrard County, Kentucky",21.1,9.7,44.1,20.5
0500000US21081,"Grant County, Kentucky",18.5,0,3,18.5
0500000US21083,"Graves County, Kentucky",16.9,48,35.2,15.9
0500000US21085,"Grayson County, Kentucky",22.1,46.4,43.1,22.2
0500000US21087,"Green County, Kentucky",20.4,46.1,78.3,20.2
0500000US21089,"Greenup County, Kentucky",17.5,37.8,22.8,17.3
0500000US21091,"Hancock County, Kentucky",15.6,16.7,60.5,15.3
0500000US21093,"Hardin County, Kentucky",13.4,21.8,20.1,13.2
0500000US21095,"Harlan County, Kentucky",31.4,39.5,70,31.2
0500000US21097,"Harrison County, Kentucky",19.8,49.5,74,19.6
0500000US21099,"Hart County, Kentucky",25.2,38.9,16,25.3
0500000US21101,"Henderson County, Kentucky",16.2,34.5,13.3,16.3
0500000US21103,"Henry County, Kentucky",16.7,23.2,54.2,16.1
0500000US21105,"Hickman County, Kentucky",14.7,28.5,36.1,14.4
0500000US21107,"Hopkins County, Kentucky",16.2,28,22.2,16.1
0500000US21109,"Jackson County, Kentucky",31.7,-,30.8,31.7
0500000US21111,"Jefferson County, Kentucky",12,31.5,28.2,11.2
0500000US21113,"Jessamine County, Kentucky",16,19.9,47.5,15.7
0500000US21115,"Johnson County, Kentucky",25.1,13.3,33.6,25.1
0500000US21117,"Kenton County, Kentucky",12,41.5,33.3,11.9
0500000US21119,"Knott County, Kentucky",25.9,83.1,34.2,25.9
0500000US21121,"Knox County, Kentucky",33.5,53.6,39,33.4
0500000US21123,"Larue County, Kentucky",17.2,25.8,26.4,17.3
0500000US21125,"Laurel County, Kentucky",23.1,37.4,22.5,23
0500000US21127,"Lawrence County, Kentucky",23.1,0,73.1,23
0500000US21129,"Lee County, Kentucky",33.5,42.5,100,33.4
0500000US21131,"Leslie County, Kentucky",23.2,100,100,23.2
0500000US21133,"Letcher County, Kentucky",24.3,79.9,6.1,24.4
0500000US21135,"Lewis County, Kentucky",32.8,100,89.5,32.7
0500000US21137,"Lincoln County, Kentucky",24.9,36.6,18,25
0500000US21139,"Livingston County, Kentucky",15.3,0,30.1,15.1
0500000US21141,"Logan County, Kentucky",20.6,40.2,20,20.5
0500000US21143,"Lyon County, Kentucky",13,17,26.3,13
0500000US21145,"McCracken County, Kentucky",14.4,38.5,15.5,14.5
0500000US21147,"McCreary County, Kentucky",37.2,78.9,29.5,37.3
0500000US21149,"McLean County, Kentucky",19.1,8.9,11.7,19.3
0500000US21151,"Madison County, Kentucky",19.9,50.9,37.4,19.7
0500000US21153,"Magoffin County, Kentucky",26.5,-,0,26.7
0500000US21155,"Marion County, Kentucky",15.7,33,0.6,16
0500000US21157,"Marshall County, Kentucky",10.4,63.8,9.2,10.4
0500000US21159,"Martin County, Kentucky",33.6,100,18.4,33.8
0500000US21161,"Mason County, Kentucky",18.6,29.7,24.6,18.6
0500000US21163,"Meade County, Kentucky",15.2,31.9,13.3,15.2
0500000US21165,"Menifee County, Kentucky",27,74.2,72,27.1
0500000US21167,"Mercer County, Kentucky",16.8,34.2,8.9,16.8
0500000US21169,"Metcalfe County, Kentucky",19.9,56.7,66,19.3
0500000US21171,"Monroe County, Kentucky",25.9,11.5,13.9,26.1
0500000US21173,"Montgomery County, Kentucky",25.2,18.7,22.6,25.3
0500000US21175,"Morgan County, Kentucky",29.9,0,29.1,29.8
0500000US21177,"Muhlenberg County, Kentucky",19.2,57.1,37.8,19.2
0500000US21179,"Nelson County, Kentucky",16,32.2,70.1,14.8
0500000US21181,"Nicholas County, Kentucky",16.1,11.1,60.9,16
0500000US21183,"Ohio County, Kentucky",21.8,32.1,29.1,21.4
0500000US21185,"Oldham County, Kentucky",5.5,9,26.7,5.5
0500000US21187,"Owen County, Kentucky",15.4,3.5,0,15.6
0500000US21189,"Owsley County, Kentucky",37.6,45.9,100,37.1
0500000US21191,"Pendleton County, Kentucky",14.1,78.3,9,14.1
0500000US21193,"Perry County, Kentucky",27.1,8.4,34.4,27.1
0500000US21195,"Pike County, Kentucky",24.2,27.3,41.7,24
0500000US21197,"Powell County, Kentucky",27.9,100,42.8,27.6
0500000US21199,"Pulaski County, Kentucky",25.9,29.4,47.8,25.4
0500000US21201,"Robertson County, Kentucky",26.4,-,-,26.4
0500000US21203,"Rockcastle County, Kentucky",24.9,0,4.8,24.9
0500000US21205,"Rowan County, Kentucky",25.6,17.5,24.6,25.6
0500000US21207,"Russell County, Kentucky",26.5,6.8,27.4,26.6
0500000US21209,"Scott County, Kentucky",8,37.7,35.2,8
0500000US21211,"Shelby County, Kentucky",10.9,22.7,42,8.3
0500000US21213,"Simpson County, Kentucky",17.2,41.3,72.6,16.7
0500000US21215,"Spencer County, Kentucky",7,2.4,31,6.6
0500000US21217,"Taylor County, Kentucky",21.7,34.7,24.9,21.7
0500000US21219,"Todd County, Kentucky",17.1,36.4,37.9,17.1
0500000US21221,"Trigg County, Kentucky",15.1,22.9,1.9,15.3
0500000US21223,"Trimble County, Kentucky",15.5,86.6,44.3,15.7
0500000US21225,"Union County, Kentucky",22.9,62.3,79.7,22
0500000US21227,"Warren County, Kentucky",15.8,31.9,37.2,15.7
0500000US21229,"Washington County, Kentucky",13.9,20.7,62.1,14
0500000US21231,"Wayne County, Kentucky",24.9,8.9,69,24.8
0500000US21233,"Webster County, Kentucky",13.6,29.8,26.6,13.2
0500000US21235,"Whitley County, Kentucky",24,42.1,30.3,24
0500000US21237,"Wolfe County, Kentucky",44.3,-,-,44.3
0500000US21239,"Woodford County, Kentucky",11.2,27.8,40,10
0500000US22001,"Acadia Parish, Louisiana",15.1,39.1,27.7,15
0500000US22003,"Allen Parish, Louisiana",13.9,28.8,48.3,13.8
0500000US22005,"Ascension Parish, Louisiana",8.1,25.4,20.2,7.3
0500000US22007,"Assumption Parish, Louisiana",11.1,30.5,19.7,10.7
0500000US22009,"Avoyelles Parish, Louisiana",16.3,36.7,16.8,16.5
0500000US22011,"Beauregard Parish, Louisiana",17,28.5,44.4,16.1
0500000US22013,"Bienville Parish, Louisiana",14.7,42.9,44.3,14.8
0500000US22015,"Bossier Parish, Louisiana",9.4,27.3,19.2,8.6
0500000US22017,"Caddo Parish, Louisiana",10.4,32.3,15.8,10.3
0500000US22019,"Calcasieu Parish, Louisiana",12.4,30.4,17.9,12.5
0500000US22021,"Caldwell Parish, Louisiana",17.8,29.9,33.2,17.3
0500000US22023,"Cameron Parish, Louisiana",8.5,3.9,1.4,8.7
0500000US22025,"Catahoula Parish, Louisiana",14.4,36.3,43.9,14.3
0500000US22027,"Claiborne Parish, Louisiana",11.8,45.9,84.6,10.9
0500000US22029,"Concordia Parish, Louisiana",17.4,55,15.2,17.4
0500000US22031,"De Soto Parish, Louisiana",14.3,40.5,55.3,14.1
0500000US22033,"East Baton Rouge Parish, Louisiana",11.7,27.4,27.4,10.8
0500000US22035,"East Carroll Parish, Louisiana",18.5,58.2,73.6,14
0500000US22037,"East Feliciana Parish, Louisiana",12.5,25.4,12.5,12.5
0500000US22039,"Evangeline Parish, Louisiana",16.1,50.3,35.7,15.9
0500000US22041,"Franklin Parish, Louisiana",19.9,56,35.9,19.9
0500000US22043,"Grant Parish, Louisiana",15.7,37,37.1,15.6
0500000US22045,"Iberia Parish, Louisiana",12.8,34.2,11.7,12.9
0500000US22047,"Iberville Parish, Louisiana",11.6,28.7,24.1,11.2
0500000US22049,"Jackson Parish, Louisiana",15.5,44.9,20.6,15.4
0500000US22051,"Jefferson Parish, Louisiana",11.5,29,21.5,10.1
0500000US22053,"Jefferson Davis Parish, Louisiana",17.6,37.6,30.6,17.4
0500000US22055,"Lafayette Parish, Louisiana",10.6,31.1,20.7,10
0500000US22057,"Lafourche Parish, Louisiana",11,31.5,15.2,11.1
0500000US22059,"LaSalle Parish, Louisiana",15.2,36.3,1.6,15.4
0500000US22061,"Lincoln Parish, Louisiana",18.7,46.1,47,18.3
0500000US22063,"Livingston Parish, Louisiana",13.2,22.4,18.7,13.1
0500000US22065,"Madison Parish, Louisiana",23.8,44.8,64.7,24
0500000US22067,"Morehouse Parish, Louisiana",15.5,39.6,59.7,14.7
0500000US22069,"Natchitoches Parish, Louisiana",18.8,39.3,37.1,18.4
0500000US22071,"Orleans Parish, Louisiana",13.9,35.6,26,13
0500000US22073,"Ouachita Parish, Louisiana",14.1,41.7,19.8,14
0500000US22075,"Plaquemines Parish, Louisiana",9.7,21.3,8.8,9.9
0500000US22077,"Pointe Coupee Parish, Louisiana",9.6,32.4,25.4,9.3
0500000US22079,"Rapides Parish, Louisiana",14.3,32.7,19.2,14.2
0500000US22081,"Red River Parish, Louisiana",14.1,35,0,14.3
0500000US22083,"Richland Parish, Louisiana",11.2,39.2,7.6,11.4
0500000US22085,"Sabine Parish, Louisiana",15.7,44.2,35,15.6
0500000US22087,"St. Bernard Parish, Louisiana",14.5,27.2,18.8,14.6
0500000US22089,"St. Charles Parish, Louisiana",8.8,22.8,19.1,8.1
0500000US22091,"St. Helena Parish, Louisiana",11.9,42.7,0,12
0500000US22093,"St. James Parish, Louisiana",5.6,27.4,44.3,5.2
0500000US22095,"St. John the Baptist Parish, Louisiana",8.7,25.5,11.3,8.2
0500000US22097,"St. Landry Parish, Louisiana",15.7,43.5,29.2,15.6
0500000US22099,"St. Martin Parish, Louisiana",11.9,32.5,20.9,12.1
0500000US22101,"St. Mary Parish, Louisiana",14.3,36,29.4,13.9
0500000US22103,"St. Tammany Parish, Louisiana",8.9,22.1,19,8.4
0500000US22105,"Tangipahoa Parish, Louisiana",14.4,38.2,30.7,13.6
0500000US22107,"Tensas Parish, Louisiana",13.1,54.1,23.6,13.1
0500000US22109,"Terrebonne Parish, Louisiana",11.8,37.1,25.5,11.4
0500000US22111,"Union Parish, Louisiana",17,57.2,44.3,15.5
0500000US22113,"Vermilion Parish, Louisiana",13.2,37.6,21.5,12.8
0500000US22115,"Vernon Parish, Louisiana",13,17,11.7,13
0500000US22117,"Washington Parish, Louisiana",19.5,40.2,11.7,19.8
0500000US22119,"Webster Parish, Louisiana",15,38.6,20.4,15.2
0500000US22121,"West Baton Rouge Parish, Louisiana",9.4,33.8,20,9.3
0500000US22123,"West Carroll Parish, Louisiana",22.7,47.7,57.8,22
0500000US22125,"West Feliciana Parish, Louisiana",10.4,30.4,38.9,9.7
0500000US22127,"Winn Parish, Louisiana",17.4,47.1,44.9,16.8
0500000US23001,"Androscoggin County, Maine",14.4,70.1,46.8,13.9
0500000US23003,"Aroostook County, Maine",16.1,33.9,33.6,16
0500000US23005,"Cumberland County, Maine",10.2,52.2,25.1,10
0500000US23007,"Franklin County, Maine",15.2,56.8,20.5,15.1
0500000US23009,"Hancock County, Maine",13.6,51.2,33.2,13.4
0500000US23011,"Kennebec County, Maine",13,45.2,30.1,12.8
0500000US23013,"Knox County, Maine",11.1,27.8,35.1,11
0500000US23015,"Lincoln County, Maine",11.5,31.7,34.9,11.4
0500000US23017,"Oxford County, Maine",15.2,31.9,20.4,15.1
0500000US23019,"Penobscot County, Maine",16.4,43.4,24.6,16.3
0500000US23021,"Piscataquis County, Maine",18.9,100,42,18.8
0500000US23023,"Sagadahoc County, Maine",11.4,18.1,41.5,11.1
0500000US23025,"Somerset County, Maine",16.9,35.4,41.5,16.7
0500000US23027,"Waldo County, Maine",16,48.6,28.8,16
0500000US23029,"Washington County, Maine",17.4,36.9,30.6,17.3
0500000US23031,"York County, Maine",10.3,18.2,18.9,10.2
0500000US24001,"Allegany County, Maryland",16.1,38.2,28.2,16.2
0500000US24003,"Anne Arundel County, Maryland",4.6,10.5,8.9,4.3
0500000US24005,"Baltimore County, Maryland",7.2,12.3,14.6,6.8
0500000US24009,"Calvert County, Maryland",4.7,11.8,12.3,4.4
0500000US24011,"Caroline County, Maryland",13.2,26.6,35.3,11.6
0500000US24013,"Carroll County, Maryland",5,14.1,18.5,4.7
0500000US24015,"Cecil County, Maryland",10.5,11.3,28.6,9.7
0500000US24017,"Charles County, Maryland",5.6,9.2,10.4,5.3
0500000US24019,"Dorchester County, Maryland",9.5,33.9,26.1,9
0500000US24021,"Frederick County, Maryland",4.8,14.8,11.3,4.5
0500000US24023,"Garrett County, Maryland",13,72.1,22.2,13
0500000US24025,"Harford County, Maryland",6.4,15.1,15.1,6.3
0500000US24027,"Howard County, Maryland",3.4,9.6,10.7,2.9
0500000US24029,"Kent County, Maryland",8.4,26.6,12,8.4
0500000US24031,"Montgomery County, Maryland",4.4,11.7,11.4,3.7
0500000US24033,"Prince George's County, Maryland",10.4,8.5,15.1,8.8
0500000US24035,"Queen Anne's County, Maryland",6.3,22.9,33.3,5.2
0500000US24037,"St. Mary's County, Maryland",4.3,20.9,13.8,3.8
0500000US24039,"Somerset County, Maryland",18.2,31.5,45,17.8
0500000US24041,"Talbot County, Maryland",8.5,20.4,21.9,7.6
0500000US24043,"Washington County, Maryland",10.6,30.7,22.2,10.4
0500000US24045,"Wicomico County, Maryland",14.1,24.6,29.5,13.5
0500000US24047,"Worcester County, Maryland",9,23.5,26.6,8.7
0500000US24510,"Baltimore city, Maryland",14.8,28.3,25.5,14.4
0500000US25001,"Barnstable County, Massachusetts",8.7,28,16.8,8.5
0500000US25003,"Berkshire County, Massachusetts",11.6,38.7,24.7,11.4
0500000US25005,"Bristol County, Massachusetts",10.8,21.8,38.8,9.9
0500000US25007,"Dukes County, Massachusetts",11.2,11,41.4,11.2
0500000US25009,"Essex County, Massachusetts",8.1,20.8,28.7,6.7
0500000US25011,"Franklin County, Massachusetts",10.9,33.2,31.7,10.6
0500000US25013,"Hampden County, Massachusetts",13,27.9,42.2,8
0500000US25015,"Hampshire County, Massachusetts",12.5,30.5,28.5,11.9
0500000US25017,"Middlesex County, Massachusetts",6.6,20.8,20.8,6
0500000US25019,"Nantucket County, Massachusetts",8.2,18.2,23.3,6.9
0500000US25021,"Norfolk County, Massachusetts",5.6,11,14.7,5.4
0500000US25023,"Plymouth County, Massachusetts",6,19.3,19.6,5.8
0500000US25025,"Suffolk County, Massachusetts",16.2,25.2,30.4,13.9
0500000US25027,"Worcester County, Massachusetts",9.9,21.6,33.2,8.4
0500000US26001,"Alcona County, Michigan",15.4,70,20.9,15.4
0500000US26003,"Alger County, Michigan",13.5,100,22.8,13.5
0500000US26005,"Allegan County, Michigan",12.9,24.2,31.7,11.9
0500000US26007,"Alpena County, Michigan",17.1,50.5,26.8,17
0500000US26009,"Antrim County, Michigan",13.7,46.8,24,13.5
0500000US26011,"Arenac County, Michigan",18.5,66.7,21.5,18.5
