GEO_ID,NAME,S1701_C03_009E,S1701_C03_010E,S1701_C03_016E,S1701_C03_017E
0500000US46091,"Marshall County, South Dakota",9.5,100,59.4,8.8
0500000US46093,"Meade County, South Dakota",9.2,0,11.1,8.9
0500000US46095,"Mellette County, South Dakota",19.9,-,18.4,19.9
0500000US46097,"Miner County, South Dakota",11.4,0,0,11.6
0500000US46099,"Minnehaha County, South Dakota",8.3,38.7,20,8.2
0500000US46101,"Moody County, South Dakota",11,0,31.3,10.6
0500000US46103,"Pennington County, South Dakota",9,18.8,20.9,8.8
0500000US46105,"Perkins County, South Dakota",13.2,0,9.3,13.1
0500000US46107,"Potter County, South Dakota",12.1,-,61.5,11.8
0500000US46109,"Roberts County, South Dakota",8.9,62.8,27.6,9
0500000US46111,"Sanborn County, South Dakota",12.6,-,0,12.8
0500000US46113,"Shannon County, South Dakota",23.7,0,30.8,24.7
0500000US46115,"Spink County, South Dakota",11.2,0,0,11.3
0500000US46117,"Stanley County, South Dakota",7,-,12.5,7
0500000US46119,"Sully County, South Dakota",4.2,-,0,4.3
0500000US46121,"Todd County, South Dakota",5.1,26.5,45.5,4
0500000US46123,"Tripp County, South Dakota",13.7,-,0,13.7
0500000US46125,"Turner County, South Dakota",9.4,6.8,49.7,8.8
0500000US46127,"Union County, South Dakota",4.4,0,6.8,4.3
0500000US46129,"Walworth County, South Dakota",9.7,100,24.6,9.7
0500000US46135,"Yankton County, South Dakota",11.7,78.5,8.1,11.8
0500000US46137,"Ziebach County, South Dakota",7.8,30.8,54.1,8
0500000US47001,"Anderson County, Tennessee",16.8,20.9,27.3,16.7
0500000US47003,"Bedford County, Tennessee",19.2,18.1,35.7,18.1
0500000US47005,"Benton County, Tennessee",21.5,23.7,45.1,21
0500000US47007,"Bledsoe County, Tennessee",22,8.2,16.9,22.1
0500000US47009,"Blount County, Tennessee",13.9,20.8,29.8,13.4
0500000US47011,"Bradley County, Tennessee",19.2,27.6,45.2,17.8
0500000US47013,"Campbell County, Tennessee",22.7,34.8,29.5,22.5
0500000US47015,"Cannon County, Tennessee",17.8,21.9,30.7,18
0500000US47017,"Carroll County, Tennessee",15.9,39.3,54.8,15.4
0500000US47019,"Carter County, Tennessee",23.2,50.7,24.4,23.2
0500000US47021,"Cheatham County, Tennessee",15,26.4,22.1,14.7
0500000US47023,"Chester County, Tennessee",18,35.1,34.8,17.3
0500000US47025,"Claiborne County, Tennessee",23.4,56,49.1,23.4
0500000US47027,"Clay County, Tennessee",21,52.7,20.6,21
0500000US47029,"Cocke County, Tennessee",28.1,24.3,30.4,27.9
0500000US47031,"Coffee County, Tennessee",19.8,38.2,44.3,19.1
0500000US47033,"Crockett County, Tennessee",15.2,21.6,35.9,14.9
0500000US47035,"Cumberland County, Tennessee",16.1,0.4,46.6,15.6
0500000US47037,"Davidson County, Tennessee",13.2,28.2,33.4,11.7
0500000US47039,"Decatur County, Tennessee",21.7,23.5,48.4,20.8
0500000US47041,"DeKalb County, Tennessee",18.3,50,30.4,18.8
0500000US47043,"Dickson County, Tennessee",14,16.4,29.4,13.4
0500000US47045,"Dyer County, Tennessee",14.4,27.7,21.3,14
0500000US47047,"Fayette County, Tennessee",9.8,24.2,43.1,9.8
0500000US47049,"Fentress County, Tennessee",24.5,0,38.8,24.3
0500000US47051,"Franklin County, Tennessee",15,18.4,33,14.7
0500000US47053,"Gibson County, Tennessee",15.6,34.2,30.9,15.1
0500000US47055,"Giles County, Tennessee",15.4,34.8,13.8,15.4
0500000US47057,"Grainger County, Tennessee",20.5,36.9,29.2,20.5
0500000US47059,"Greene County, Tennessee",21.1,34.9,64.3,20.1
0500000US47061,"Grundy County, Tennessee",27.2,50,53.8,27.3
0500000US47063,"Hamblen County, Tennessee",20.5,31.3,46.9,18.2
0500000US47065,"Hamilton County, Tennessee",11.7,30.6,32.1,10.9
0500000US47067,"Hancock County, Tennessee",27.7,100,-,27.7
0500000US47069,"Hardeman County, Tennessee",17.1,39,47.8,16.3
0500000US47071,"Hardin County, Tennessee",21.3,42,1.3,21.5
0500000US47073,"Hawkins County, Tennessee",16.7,18,29.5,16.5
0500000US47075,"Haywood County, Tennessee",16.9,30.3,20.8,17.2
0500000US47077,"Henderson County, Tennessee",18.6,35.2,42.7,18.2
0500000US47079,"Henry County, Tennessee",16.9,49.9,23.3,16.8
0500000US47081,"Hickman County, Tennessee",18,29.4,11.9,18.2
0500000US47083,"Houston County, Tennessee",21.1,41.7,63.3,20.2
0500000US47085,"Humphreys County, Tennessee",15.5,43,17.7,15.3
0500000US47087,"Jackson County, Tennessee",23.9,0,56.5,23.8
0500000US47089,"Jefferson County, Tennessee",16.5,29.4,31.2,15.9
0500000US47091,"Johnson County, Tennessee",22.7,48.4,58.1,22.7
0500000US47093,"Knox County, Tennessee",12.9,36,32.6,12.1
0500000US47095,"Lake County, Tennessee",25.6,42,52.9,25.2
0500000US47097,"Lauderdale County, Tennessee",18.9,40.5,15.2,18.7
0500000US47099,"Lawrence County, Tennessee",18.8,28.9,52.8,18.4
0500000US47101,"Lewis County, Tennessee",18.5,11.4,4.6,18.6
0500000US47103,"Lincoln County, Tennessee",14.5,24.2,41.8,13.7
0500000US47105,"Loudon County, Tennessee",15.8,18.9,41.3,13.6
0500000US47107,"McMinn County, Tennessee",18.2,22.3,54.2,17.2
0500000US47109,"McNairy County, Tennessee",21.3,29.6,41.5,21.2
0500000US47111,"Macon County, Tennessee",20.4,58.9,34.3,20.3
0500000US47113,"Madison County, Tennessee",13.1,31.2,48.2,11
0500000US47115,"Marion County, Tennessee",19.9,27.4,52.4,19.5
0500000US47117,"Marshall County, Tennessee",15.3,18.1,23.7,14.8
0500000US47119,"Maury County, Tennessee",13.3,29.3,38.9,12.1
0500000US47121,"Meigs County, Tennessee",20.9,0,4.2,21.2
0500000US47123,"Monroe County, Tennessee",18.9,17.9,37.3,18.2
0500000US47125,"Montgomery County, Tennessee",14.5,23.4,15.3,14.7
0500000US47127,"Moore County, Tennessee",10.9,18.8,0,10.9
0500000US47129,"Morgan County, Tennessee",21.9,14.3,46.8,21.7
0500000US47131,"Obion County, Tennessee",16.3,38.6,40.6,15.4
0500000US47133,"Overton County, Tennessee",22.1,36.1,86.6,21.3
0500000US47135,"Perry County, Tennessee",22.9,44.1,48.7,22.3
0500000US47137,"Pickett County, Tennessee",15.9,83.3,40,15.9
0500000US47139,"Polk County, Tennessee",18.2,66.7,43.8,18
0500000US47141,"Putnam County, Tennessee",24.6,54,48.6,23.1
0500000US47143,"Rhea County, Tennessee",22.2,17.1,50.4,21
0500000US47145,"Roane County, Tennessee",16.5,19.9,27.1,16.6
0500000US47147,"Robertson County, Tennessee",9.9,29.1,32,9.2
0500000US47149,"Rutherford County, Tennessee",11.5,19.5,27.1,10.4
0500000US47151,"Scott County, Tennessee",27.6,12.5,38.3,27.5
0500000US47153,"Sequatchie County, Tennessee",16.7,0,40.5,16.5
0500000US47155,"Sevier County, Tennessee",14.8,26,32.9,14.1
0500000US47157,"Shelby County, Tennessee",9.8,29.7,37.7,7.9
0500000US47159,"Smith County, Tennessee",15.5,18.8,30.8,15.3
0500000US47161,"Stewart County, Tennessee",18.3,26.5,52.7,17.7
0500000US47163,"Sullivan County, Tennessee",17.1,29.1,41.6,16.9
0500000US47165,"Sumner County, Tennessee",8.9,19.4,29.2,8.2
0500000US47167,"Tipton County, Tennessee",10.1,26.3,20.7,9.7
0500000US47169,"Trousdale County, Tennessee",14.9,21.5,-,14.9
0500000US47171,"Unicoi County, Tennessee",20.6,5.4,61,19
0500000US47173,"Union County, Tennessee",22.6,95,11.8,22.8
0500000US47175,"Van Buren County, Tennessee",21.2,0,28.2,21.1
0500000US47177,"Warren County, Tennessee",20.3,29.4,51.6,18.3
0500000US47179,"Washington County, Tennessee",16.9,38.1,35.3,16.4
0500000US47181,"Wayne County, Tennessee",20.8,61.3,53.2,20.5
0500000US47183,"Weakley County, Tennessee",19.1,43.2,37.6,19.1
0500000US47185,"White County, Tennessee",21.5,73.8,20.5,21.4
0500000US47187,"Williamson County, Tennessee",5.2,9.1,26.9,4.2
0500000US47189,"Wilson County, Tennessee",8.7,30.2,19.6,8.7
0500000US48001,"Anderson County, Texas",14.7,35.6,33.1,11.1
0500000US48003,"Andrews County, Texas",9.3,15.4,14.3,7
0500000US48005,"Angelina County, Texas",16.8,32.8,31.8,12.8
0500000US48007,"Aransas County, Texas",21.5,7.6,35.1,16
0500000US48009,"Archer County, Texas",10.1,41.3,14.4,9.8
0500000US48011,"Armstrong County, Texas",11,0,32.2,7.8
0500000US48013,"Atascosa County, Texas",14,14.6,20.5,7.2
0500000US48015,"Austin County, Texas",6.5,28.3,15.8,5.3
0500000US48017,"Bailey County, Texas",22.6,0,25.9,13.1
0500000US48019,"Bandera County, Texas",14.5,69.2,25.5,12.6
0500000US48021,"Bastrop County, Texas",14.5,26,30.6,6.5
0500000US48023,"Baylor County, Texas",16.3,15.4,20.7,15.5
0500000US48025,"Bee County, Texas",20.9,33.6,28.2,15.2
0500000US48027,"Bell County, Texas",12.9,19.4,19.7,10.5
0500000US48029,"Bexar County, Texas",16.8,22.3,22.1,8.8
0500000US48031,"Blanco County, Texas",9.1,51.1,13,8.3
0500000US48033,"Borden County, Texas",1.1,-,0,1.2
0500000US48035,"Bosque County, Texas",13.4,32.3,25.2,11.5
0500000US48037,"Bowie County, Texas",13.9,36.7,25.3,13.1
0500000US48039,"Brazoria County, Texas",10.5,15.8,17.9,7.6
0500000US48041,"Brazos County, Texas",26.8,39.7,31.6,25.5
0500000US48043,"Brewster County, Texas",11.9,57.4,17.6,8.3
0500000US48045,"Briscoe County, Texas",19.9,55.2,46.3,6.3
0500000US48047,"Brooks County, Texas",37.7,100,37.5,11.6
0500000US48049,"Brown County, Texas",18.4,34.9,23.2,17.4
0500000US48051,"Burleson County, Texas",13.9,30.7,11.8,14.2
0500000US48053,"Burnet County, Texas",16.2,32.1,38.8,10.2
0500000US48055,"Caldwell County, Texas",17.1,39.2,21,12.2
0500000US48057,"Calhoun County, Texas",20.9,13.5,31.4,9.2
0500000US48059,"Callahan County, Texas",17.9,28.6,19.9,17.9
0500000US48061,"Cameron County, Texas",35.1,16.1,37.6,14.3
0500000US48063,"Camp County, Texas",17,29.2,45.9,9.4
0500000US48065,"Carson County, Texas",6.7,4.2,2,7.2
0500000US48067,"Cass County, Texas",16.6,34.5,39.9,16.4
0500000US48069,"Castro County, Texas",18.2,72,25.7,7
0500000US48071,"Chambers County, Texas",9.4,10,15.2,9.1
0500000US48073,"Cherokee County, Texas",20.6,43.1,35.5,15
0500000US48075,"Childress County, Texas",20.7,8.8,39.3,15.9
0500000US48077,"Clay County, Texas",12.6,42.2,25.3,12.8
0500000US48079,"Cochran County, Texas",14.4,28.1,20.9,8.6
0500000US48081,"Coke County, Texas",11.7,0,15.2,11.2
0500000US48083,"Coleman County, Texas",20.3,32.7,23,20.4
0500000US48085,"Collin County, Texas",7.2,11.2,17.8,5.3
0500000US48087,"Collingsworth County, Texas",18.3,53.8,37.1,12.1
0500000US48089,"Colorado County, Texas",14.8,34,32.7,6.7
0500000US48091,"Comal County, Texas",10.4,10.9,20.4,7.3
0500000US48093,"Comanche County, Texas",25.7,22.4,54.8,15
0500000US48095,"Concho County, Texas",13.2,0,24.3,7.4
0500000US48097,"Cooke County, Texas",14.1,27.8,32,10.4
0500000US48099,"Coryell County, Texas",11.6,9.7,16.3,11.4
0500000US48101,"Cottle County, Texas",16.5,31.5,44,10.4
0500000US48103,"Crane County, Texas",13.1,0,12.1,8.9
0500000US48105,"Crockett County, Texas",15.8,-,21.2,9.1
0500000US48107,"Crosby County, Texas",21.8,41.4,31.5,12
0500000US48109,"Culberson County, Texas",29.7,100,32.8,14.4
0500000US48111,"Dallam County, Texas",16.6,31,27.7,11.2
0500000US48113,"Dallas County, Texas",16.3,24.6,25.9,8.6
0500000US48115,"Dawson County, Texas",16.7,52.1,25.8,8
0500000US48117,"Deaf Smith County, Texas",17.1,18,25,5.7
0500000US48119,"Delta County, Texas",16.2,56.1,40.2,15.7
0500000US48121,"Denton County, Texas",7.6,15.9,15.1,5.7
0500000US48123,"DeWitt County, Texas",10.1,19.6,22.5,7.8
0500000US48125,"Dickens County, Texas",14.4,27.5,40.7,7.6
0500000US48127,"Dimmit County, Texas",21.5,3.3,21.3,19.1
0500000US48129,"Donley County, Texas",12.2,55.7,19.2,11.6
0500000US48131,"Duval County, Texas",21.6,63.3,25.2,7.9
0500000US48133,"Eastland County, Texas",19.8,40.9,28.3,18.8
0500000US48135,"Ector County, Texas",13.1,24.2,18.1,8.9
0500000US48137,"Edwards County, Texas",15.2,-,28.8,3.4
0500000US48139,"Ellis County, Texas",10.3,18.9,25.4,6.4
0500000US48141,"El Paso County, Texas",22.4,16.1,26.3,9.1
0500000US48143,"Erath County, Texas",23.5,48.3,32.6,21.6
0500000US48145,"Falls County, Texas",17.4,36.2,31,12.1
0500000US48147,"Fannin County, Texas",15.3,46.9,30.8,14.3
0500000US48149,"Fayette County, Texas",10.6,18.4,17.6,9.1
0500000US48151,"Fisher County, Texas",12.4,35.5,24,9
0500000US48153,"Floyd County, Texas",22.4,37.9,32.4,8.7
0500000US48155,"Foard County, Texas",7.7,0,21.2,4.6
0500000US48157,"Fort Bend County, Texas",7.9,10,16.7,3.9
0500000US48159,"Franklin County, Texas",11.5,58.5,27.6,9.1
0500000US48161,"Freestone County, Texas",14.6,27.8,47.4,8.6
0500000US48163,"Frio County, Texas",20.2,0.5,24.2,10.7
0500000US48165,"Gaines County, Texas",13.3,0.4,21,10.7
0500000US48167,"Galveston County, Texas",10.7,26.4,20.9,7.7
0500000US48169,"Garza County, Texas",10.4,2.1,19.7,8.5
0500000US48171,"Gillespie County, Texas",13.4,2.2,27.2,9.7
0500000US48173,"Glasscock County, Texas",4,-,0,5.5
0500000US48175,"Goliad County, Texas",13.1,25.9,23.9,11
0500000US48177,"Gonzales County, Texas",14.6,38.3,28.9,11.5
0500000US48179,"Gray County, Texas",13.3,14.7,24.2,9.9
0500000US48181,"Grayson County, Texas",13.8,32.9,24.2,12.6
0500000US48183,"Gregg County, Texas",15.1,35,29,11.6
0500000US48185,"Grimes County, Texas",16.2,40.5,19.6,13.9
0500000US48187,"Guadalupe County, Texas",8.8,13.7,14.1,6.3
0500000US48189,"Hale County, Texas",22.9,51.3,30.6,11.2
0500000US48191,"Hall County, Texas",22.3,40.4,34.4,16.2
0500000US48193,"Hamilton County, Texas",11.7,50,22.2,10.4
0500000US48195,"Hansford County, Texas",19.4,-,33.3,6.9
0500000US48197,"Hardeman County, Texas",20.4,52.3,45,13.9
0500000US48199,"Hardin County, Texas",10.6,37.5,13.7,10.3
0500000US48201,"Harris County, Texas",16.2,24.3,25.5,7.3
0500000US48203,"Harrison County, Texas",11.3,30.3,25.9,9.9
0500000US48205,"Hartley County, Texas",4.5,0,34,1.7
0500000US48207,"Haskell County, Texas",20.7,19.4,37.7,18.3
0500000US48209,"Hays County, Texas",16.1,17.2,22.2,14.1
0500000US48211,"Hemphill County, Texas",8,-,28.3,5.4
0500000US48213,"Henderson County, Texas",18.8,31.9,39.2,16.3
0500000US48215,"Hidalgo County, Texas",34.6,27.4,36.8,11.6
0500000US48217,"Hill County, Texas",18.7,31.2,32.4,15.1
0500000US48219,"Hockley County, Texas",13.8,33,20.8,8.2
0500000US48221,"Hood County, Texas",11.3,44.9,20.2,10.6
0500000US48223,"Hopkins County, Texas",19,25.6,31.8,17.6
0500000US48225,"Houston County, Texas",14.3,40.8,40.7,12.9
0500000US48227,"Howard County, Texas",14.4,20.2,23.4,11.2
0500000US48229,"Hudspeth County, Texas",44.1,-,46.7,31.3
0500000US48231,"Hunt County, Texas",16.6,30.6,32.8,15.8
0500000US48233,"Hutchinson County, Texas",14.2,46,23.9,12.6
0500000US48235,"Irion County, Texas",10.2,0,15.1,7.9
0500000US48237,"Jack County, Texas",18.1,0,32,15.4
0500000US48239,"Jackson County, Texas",11.3,23.9,19.1,9.8
0500000US48241,"Jasper County, Texas",14.5,33.6,43.3,12.4
0500000US48243,"Jeff Davis County, Texas",7.8,-,11.7,4.7
0500000US48245,"Jefferson County, Texas",14.9,31.1,28.1,11.3
0500000US48247,"Jim Hogg County, Texas",16.4,0.9,16,21.5
0500000US48249,"Jim Wells County, Texas",19.6,22.5,21.8,14.1
0500000US48251,"Johnson County, Texas",11.8,25.3,24.8,9
0500000US48253,"Jones County, Texas",15.1,70.4,22.3,14
0500000US48255,"Karnes County, Texas",12.9,15.8,34.4,9.2
0500000US48257,"Kaufman County, Texas",13,17.9,28.4,9.4
0500000US48259,"Kendall County, Texas",8.4,2.3,27.5,4
0500000US48261,"Kenedy County, Texas",27.2,0,34.5,3.5
0500000US48263,"Kent County, Texas",10.8,-,42.5,4.8
0500000US48265,"Kerr County, Texas",15.9,42,20.6,14.3
0500000US48267,"Kimble County, Texas",20.2,-,40.1,14.8
0500000US48269,"King County, Texas",7.5,-,12.5,5.8
0500000US48271,"Kinney County, Texas",24.5,32.7,33.4,13.7
0500000US48273,"Kleberg County, Texas",23.4,30.5,27.9,14.9
0500000US48275,"Knox County, Texas",16.2,49,24.1,11.6
0500000US48277,"Lamar County, Texas",15.2,38.9,33.2,14
0500000US48279,"Lamb County, Texas",21.8,37.9,30.1,11.9
0500000US48281,"Lampasas County, Texas",13.4,33.2,23.1,11.4
0500000US48283,"La Salle County, Texas",20.2,-,18.1,7
0500000US48285,"Lavaca County, Texas",7.9,31.1,14.8,7.3
0500000US48287,"Lee County, Texas",13.2,31.6,26.3,7.9
0500000US48289,"Leon County, Texas",12.1,27.2,26.1,9.8
0500000US48291,"Liberty County, Texas",15.5,35.4,34.2,11.8
0500000US48293,"Limestone County, Texas",21.3,24.5,46.5,14.4
0500000US48295,"Lipscomb County, Texas",10.7,0,20.6,6.8
0500000US48297,"Live Oak County, Texas",16,60,24.1,11
0500000US48299,"Llano County, Texas",14.3,1.6,42.4,12.6
0500000US48301,"Loving County, Texas",0,-,19.2,0
0500000US48303,"Lubbock County, Texas",18.6,33.4,25.6,15.2
0500000US48305,"Lynn County, Texas",17.9,0,31.2,6.4
0500000US48307,"McCulloch County, Texas",15.9,11.5,27.4,15.5
0500000US48309,"McLennan County, Texas",18.4,34.8,29.7,14.5
0500000US48311,"McMullen County, Texas",17.6,-,19.9,12.5
0500000US48313,"Madison County, Texas",20.1,47.9,42,15.4
0500000US48315,"Marion County, Texas",17.9,40,8.2,18.2
0500000US48317,"Martin County, Texas",10.6,61.4,16.8,10.1
0500000US48319,"Mason County, Texas",11.9,-,18.4,9.2
0500000US48321,"Matagorda County, Texas",19.2,25.7,27.6,14.3
0500000US48323,"Maverick County, Texas",29.9,35,30.2,14.7
0500000US48325,"Medina County, Texas",15.9,20.1,22.7,8.2
0500000US48327,"Menard County, Texas",15.8,82.4,23.6,10.8
0500000US48329,"Midland County, Texas",9.2,15.5,14.2,6
0500000US48331,"Milam County, Texas",16.7,49.8,26,13.6
0500000US48333,"Mills County, Texas",12.2,100,18.1,11.1
0500000US48335,"Mitchell County, Texas",10.1,2.8,19,6.7
0500000US48337,"Montague County, Texas",13.7,77.1,33.6,11.8
0500000US48339,"Montgomery County, Texas",11.2,18.5,26.5,7.7
0500000US48341,"Moore County, Texas",18,21.9,23.1,11.2
0500000US48343,"Morris County, Texas",9.9,36.9,28,9.2
0500000US48345,"Motley County, Texas",13.6,33.3,25.9,11.9
0500000US48347,"Nacogdoches County, Texas",20.7,39.2,40.3,15.7
0500000US48349,"Navarro County, Texas",19,37.2,34.2,12.9
0500000US48351,"Newton County, Texas",13.2,21.8,17.6,12.9
0500000US48353,"Nolan County, Texas",18.5,21.8,28.1,12.6
0500000US48355,"Nueces County, Texas",17,25,21.5,10
0500000US48357,"Ochiltree County, Texas",17.5,17.3,19.6,10.6
0500000US48359,"Oldham County, Texas",15.3,70,34.4,13.5
0500000US48361,"Orange County, Texas",12.9,28.5,22.1,12.6
0500000US48363,"Palo Pinto County, Texas",17.1,32.4,19.7,16.9
0500000US48365,"Panola County, Texas",9.7,33.8,15,8.8
0500000US48367,"Parker County, Texas",10.8,16.3,26,9
0500000US48369,"Parmer County, Texas",16.3,24.1,23.8,6.9
0500000US48371,"Pecos County, Texas",15.1,0,18.9,5
0500000US48373,"Polk County, Texas",16.4,23.8,28.1,15.2
0500000US48375,"Potter County, Texas",20.2,38.8,31.6,12.7
0500000US48377,"Presidio County, Texas",23.2,0,23,17.6
0500000US48379,"Rains County, Texas",9.5,15.4,30.8,9.2
0500000US48381,"Randall County, Texas",9.9,24.8,17.1,8.8
0500000US48383,"Reagan County, Texas",11.2,11,24,3.9
0500000US48385,"Real County, Texas",19.2,100,26.4,17.5
0500000US48387,"Red River County, Texas",14.2,31.7,33.2,12.9
0500000US48389,"Reeves County, Texas",16.9,55.3,20.4,7.3
0500000US48391,"Refugio County, Texas",15.2,27.3,19.8,11.5
0500000US48393,"Roberts County, Texas",2.1,-,0,2.1
0500000US48395,"Robertson County, Texas",13.7,37.3,16.3,12.7
0500000US48397,"Rockwall County, Texas",5.3,15.4,11,4.3
0500000US48399,"Runnels County, Texas",23.7,72.7,31.5,19.6
0500000US48401,"Rusk County, Texas",14.1,27.5,28.3,11.3
0500000US48403,"Sabine County, Texas",21.9,63.1,18,22
0500000US48405,"San Augustine County, Texas",19.2,39.4,41.8,17.4
0500000US48407,"San Jacinto County, Texas",17.9,31.8,29.4,16.6
0500000US48409,"San Patricio County, Texas",16.2,30.1,21.8,8.7
0500000US48411,"San Saba County, Texas",14.2,87.5,21.9,11.4
0500000US48413,"Schleicher County, Texas",25.7,25,21,23.9
0500000US48415,"Scurry County, Texas",11.3,10.2,20.1,8
0500000US48417,"Shackelford County, Texas",18.4,0,44.1,14.4
0500000US48419,"Shelby County, Texas",19.5,39.3,37.8,14.5
0500000US48421,"Sherman County, Texas",16,-,29.8,5.9
0500000US48423,"Smith County, Texas",14.4,27.9,27.6,10.6
0500000US48425,"Somervell County, Texas",11.1,12,16.4,10.5
0500000US48427,"Starr County, Texas",39.4,100,39.6,24.7
0500000US48429,"Stephens County, Texas",17.4,29,46.6,12.3
0500000US48431,"Sterling County, Texas",20.1,-,18.6,21.3
0500000US48433,"Stonewall County, Texas",9.1,100,36.1,9.2
0500000US48435,"Sutton County, Texas",7.1,0,9,2.5
0500000US48437,"Swisher County, Texas",20.8,26.7,35.1,10.8
0500000US48439,"Tarrant County, Texas",12.5,23.9,24.2,8
0500000US48441,"Taylor County, Texas",15.7,34.8,23.6,13.8
0500000US48443,"Terrell County, Texas",14.4,100,22.9,3.7
0500000US48445,"Terry County, Texas",11.3,32.2,17.4,6
0500000US48447,"Throckmorton County, Texas",9.5,100,16.3,8.7
0500000US48449,"Titus County, Texas",18.7,31.3,36.8,9
0500000US48451,"Tom Green County, Texas",15.3,30.7,22.5,10.9
0500000US48453,"Travis County, Texas",15.6,23.6,28.4,9.5
0500000US48455,"Trinity County, Texas",15.3,21,33.1,13.7
0500000US48457,"Tyler County, Texas",13.6,26.1,20.5,14.2
0500000US48459,"Upshur County, Texas",12.2,24.6,13.7,12.4
0500000US48461,"Upton County, Texas",10.5,25.3,29.1,8
0500000US48463,"Uvalde County, Texas",24.8,23.3,29.7,9.6
0500000US48465,"Val Verde County, Texas",22.7,13.1,25.4,10.3
0500000US48467,"Van Zandt County, Texas",16.4,29.6,33.6,14.7
0500000US48469,"Victoria County, Texas",16,21.5,27.6,7.7
0500000US48471,"Walker County, Texas",20.7,42.8,38.7,17.2
0500000US48473,"Waller County, Texas",13.8,37.6,23.8,7.6
0500000US48475,"Ward County, Texas",19.1,10.1,27.2,14.1
0500000US48477,"Washington County, Texas",12,27.4,32.1,7.6
0500000US48479,"Webb County, Texas",32,18.3,32.7,16.4
0500000US48481,"Wharton County, Texas",14.7,35.9,24.9,7.1
0500000US48483,"Wheeler County, Texas",12,0,31.8,7.7
0500000US48485,"Wichita County, Texas",14.1,34.9,28.9,11.5
0500000US48487,"Wilbarger County, Texas",16.4,44.5,24.9,13.5
0500000US48489,"Willacy County, Texas",38.5,17.6,41.5,11
0500000US48491,"Williamson County, Texas",6.9,14.6,12.2,5.3
0500000US48493,"Wilson County, Texas",11,15.4,18.1,7.1
0500000US48495,"Winkler County, Texas",11.4,3.5,14.4,9
0500000US48497,"Wise County, Texas",10.3,6.2,15.1,9.3
0500000US48499,"Wood County, Texas",13.8,19.7,21.9,13.1
0500000US48501,"Yoakum County, Texas",9.3,6.4,9.7,12.1
0500000US48503,"Young County, Texas",16,42.9,26.9,13.3
0500000US48505,"Zapata County, Texas",36.4,18.6,38.6,4.8
0500000US48507,"Zavala County, Texas",32.7,-,33.4,16.5
0500000US49001,"Beaver County, Utah",10,-,41.5,8.7
0500000US49003,"Box Elder County, Utah",9.2,11.2,18.3,8.7
0500000US49005,"Cache County, Utah",15.4,26.5,26.7,14.2
0500000US49007,"Carbon County, Utah",13.1,41.7,20.3,12.9
0500000US49009,"Daggett County, Utah",9.4,-,0,9.6
0500000US49011,"Davis County, Utah",6.8,13.3,19.4,6.2
0500000US49013,"Duchesne County, Utah",8.9,0,22.2,7.9
0500000US49015,"Emery County, Utah",10.9,64.5,48.5,8.4
0500000US49017,"Garfield County, Utah",13.6,0,24.4,13.1
0500000US49019,"Grand County, Utah",15.8,46.7,53.1,11.5
0500000US49021,"Iron County, Utah",21.7,30.6,50.4,20
0500000US49023,"Juab County, Utah",14.2,0,10.8,14.2
0500000US49025,"Kane County, Utah",8.9,0,7.5,8.7
0500000US49027,"Millard County, Utah",9.8,0,34.7,9.1
0500000US49029,"Morgan County, Utah",3.5,-,35.5,3.2
0500000US49031,"Piute County, Utah",28.7,-,71.3,24.4
0500000US49033,"Rich County, Utah",9.9,0,37.8,8.9
0500000US49035,"Salt Lake County, Utah",10.5,27.9,26.7,8.5
0500000US49037,"San Juan County, Utah",12.4,0,28.8,10.7
0500000US49039,"Sanpete County, Utah",15.6,51.1,28.3,14.8
0500000US49041,"Sevier County, Utah",13.7,81.4,36.2,13.2
0500000US49043,"Summit County, Utah",7.9,6.4,34.8,4.7
0500000US49045,"Tooele County, Utah",8.3,27.3,14.7,7.4
0500000US49047,"Uintah County, Utah",9.3,0,29.9,7.9
0500000US49049,"Utah County, Utah",12.8,29.5,25.5,11.7
0500000US49051,"Wasatch County, Utah",8.2,0,23.7,5.8
0500000US49053,"Washington County, Utah",14.7,26,28.8,13.3
0500000US49055,"Wayne County, Utah",16.8,0,21.5,16.9
0500000US49057,"Weber County, Utah",10.8,23.6,29.1,9.1
0500000US50001,"Addison County, Vermont",9.8,39.4,13.6,9.8
0500000US50003,"Bennington County, Vermont",13.7,29.7,13.3,13.7
0500000US50005,"Caledonia County, Vermont",13.5,45.7,13.2,13.6
0500000US50007,"Chittenden County, Vermont",10.3,28.3,14.6,10.3
0500000US50009,"Essex County, Vermont",16.5,32.6,9.7,16.6
0500000US50011,"Franklin County, Vermont",9.9,7.6,24.6,9.7
0500000US50013,"Grand Isle County, Vermont",7.9,0,11.7,7.8
0500000US50015,"Lamoille County, Vermont",12.8,18.8,6.1,12.8
0500000US50017,"Orange County, Vermont",13.8,52.9,31.3,13.8
0500000US50019,"Orleans County, Vermont",16.5,35.7,11.3,16.6
0500000US50021,"Rutland County, Vermont",13,12.6,4.8,13
0500000US50023,"Washington County, Vermont",10.1,18.8,21.6,9.9
0500000US50025,"Windham County, Vermont",12.2,8,9.6,12.2
0500000US50027,"Windsor County, Vermont",10.5,25.8,22.2,10.4
0500000US51001,"Accomack County, Virginia",13.6,34.7,26.4,12.9
0500000US51003,"Albemarle County, Virginia",8,21.6,23.3,7.2
0500000US51005,"Alleghany County, Virginia",13.7,20.1,35.6,13.5
